"ID","SEX","TYPEAREA","SEX.REPRO","REPRO.STATUS","AGE","PARASITE_STATUS","RBC","HGB","WBC","EOS.CNT","MONO.CNT","NUT.CNT","PL.CNT","LYMP.CNT"
"grls9DKH3N88","Male","Rural","IntactMale","Intact",7,"Negative",6,14.5,9.4,188,846,4888,333,3478
"grlsXSX19FGG","Male","Suburban","NeuteredMale","Neutered",18,"Negative",7,18.2,9.2,184,276,5152,187,3588
"grls51YUIQ66","Female","Suburban","NeuteredFemale","Neutered",24,"Negative",7.6,17.7,8.5,85,255,4930,282,3230
"grls8M4HB3BB","Male","Suburban","NeuteredMale","Neutered",15,"Negative",6,14.9,11.2,336,336,6496,209,4032
"grlsI78BAZ77","Female","Suburban","IntactFemale","Intact",9,"Negative",6.7,16.8,9.9,495,297,4950,237,4158
"grlsR0384BJJ","Male","Suburban","IntactMale","Intact",11,"Negative",6.6,14.9,10,400,400,5700,265,3500
"grls49TGWMEE","Male","Suburban","IntactMale","Intact",13,"Negative",6.4,15.9,9.5,380,475,4370,219,4275
"grls8TUR3477","Male","Suburban","IntactMale","Intact",8,"Negative",5.7,14.3,12.8,256,512,6912,198,5120
"grlsWI9XHNGG","Male","Suburban","NeuteredMale","Neutered",6,"Negative",6.1,14.5,8.8,88,704,3696,193,4224
"grlsW4DN9NLL","Male","Rural","IntactMale","Intact",8,"Negative",6.4,14.8,11.2,336,560,6832,235,3472
"grls8QSN40NN","Female","Rural","NeuteredFemale","Neutered",18,"Negative",7,17.7,11.1,111,444,8658,29,1887
"grls8K0MPJ77","Male","Rural","IntactMale","Intact",6,"Negative",5.2,12.3,9.8,196,490,4802,310,4312
"grls4QLTUUDD","Female","Rural","IntactFemale","Intact",10,"Negative",6.6,15.6,8,80,800,4000,308,3040
"grlsSIHXOLII","Female","Suburban","IntactFemale","Intact",7,"Negative",5.1,12.4,5.9,472,59,3481,248,1888
"grlsL7E2G6QQ","Male","Urban","NeuteredMale","Neutered",18,"Negative",6.9,16.3,12.1,605,484,8349,181,2662
"grlsFB7BYDXX","Male","Rural","NeuteredMale","Neutered",24,"Negative",6.9,17.7,8.4,84,168,5796,223,2352
"grlsBE58TRUU","Female","Rural","IntactFemale","Intact",11,"Positive",5.9,14.2,13.8,138,1380,7176,512,5106
"grls8T8GJ1HH","Female","Suburban","IntactFemale","Intact",11,"Negative",6.6,15.3,14.5,0,870,8555,356,4930
"grlsUGM42X00","Female","Suburban","IntactFemale","Intact",13,"Negative",6.1,15.3,11.3,0,904,6441,259,3955
"grlsFR0X5ZZ","Male","Suburban","IntactMale","Intact",16,"Negative",6.3,15.2,10.7,428,428,5992,273,3745
"grls2D58M5PP","Female","Suburban","NeuteredFemale","Neutered",21,"Negative",6.5,16,6.3,63,378,4032,291,1827
"grlsLMEPJC99","Female","Suburban","IntactFemale","Intact",23,"Negative",7.1,16.8,10.2,204,510,6528,218,2958
"grlsW9VLDHDD","Male","Urban","IntactMale","Intact",12,"Negative",5.9,14.8,10.7,107,1070,5350,207,4173
"grls7831P9BB","Male","Rural","IntactMale","Intact",20,"Negative",6.5,16.6,10,0,1400,5100,267,3500
"grlsD7WKWN99","Female","Suburban","NeuteredFemale","Neutered",17,"Negative",NA,NA,NA,NA,NA,NA,NA,NA
"grls7QR8H733","Male","Suburban","IntactMale","Intact",18,"Negative",7,17.1,8.5,340,255,5355,214,2550
"grlsS7Y0MC88","Female","Rural","NeuteredFemale","Neutered",13,"Negative",6.4,15.6,7.7,539,231,3850,220,3003
"grls1R5W1DNN","Male","Suburban","NeuteredMale","Neutered",13,"Negative",6.5,16.1,7.9,0,474,3950,178,3476
"grlsDEMKZM88","Female","Suburban","NeuteredFemale","Neutered",13,"Negative",6.7,17.5,6.1,61,183,4636,170,1220
"grls3F95H0TT","Female","Suburban","IntactFemale","Intact",11,"Negative",5.6,14,9.6,0,960,3840,276,4800
"grlsOQ65UN","Male","Rural","IntactMale","Intact",8,"Negative",6.2,14.8,8.3,415,913,3320,239,3652
"grls7EG892QQ","Female","Suburban","IntactFemale","Intact",7,"Negative",5.7,13.9,13,130,260,6630,237,5850
"grlsI426LMZZ","Male","Suburban","IntactMale","Intact",16,"Negative",6,14.8,13.8,828,552,7866,308,4554
"grlsR4L8NPTT","Male","Rural","IntactMale","Intact",18,"Negative",6.4,16.1,8.8,264,264,6336,263,1936
"grlsRAZK3D88","Male","Suburban","NeuteredMale","Neutered",22,"Negative",7,17.1,9.5,95,760,4085,285,4560
"grlsNKM3EIZZ","Male","Suburban","IntactMale","Intact",16,"Negative",7.5,18.3,9.5,95,380,7505,192,1520
"grlsXRKVV33","Male","Suburban","IntactMale","Intact",8,"Negative",6.1,14.2,13.2,132,1452,8580,194,3036
"grlsC9MP35PP","Female","Suburban","NeuteredFemale","Neutered",12,"Negative",7.2,16.9,9,0,450,4500,246,4050
"grls16CFUCUU","Female","Rural","IntactFemale","Intact",23,"Negative",6.3,14.8,7.5,225,450,5250,349,1575
"grlsZRG6Q0TT","Male","Suburban","NeuteredMale","Neutered",15,"Negative",7,17,8.9,89,623,5607,289,2581
"grlsCMPJ122","Male","Suburban","IntactMale","Intact",13,"Negative",6.7,16.6,10.2,0,816,5916,247,3366
"grlsHG8T2KPP","Male","Suburban","NeuteredMale","Neutered",27,"Negative",7.7,18.6,6.5,455,195,3705,269,2145
"grls1X8STWLL","Female","Suburban","NeuteredFemale","Neutered",14,"Negative",6.4,16.1,9.8,98,980,4998,267,3724
"grlsDBAQYDVV","Male","Suburban","NeuteredMale","Neutered",13,"Negative",6.4,16.6,11.6,232,464,8236,259,2668
"grlsY17QWFEE","Female","Urban","NeuteredFemale","Neutered",22,"Negative",6.9,15.9,7.3,584,292,4307,149,2117
"grls6KJTTEWW","Female","Suburban","IntactFemale","Intact",6,"Positive",5.8,14.6,9.8,294,490,5684,254,3332
"grlsT9U2Q","Male","Rural","IntactMale","Intact",13,"Negative",6.1,15.1,12.5,625,500,7625,275,3625
"grls445JZMM","Female","Suburban","NeuteredFemale","Neutered",8,"Negative",6.5,15.1,9.3,651,465,4464,230,3627
"grlsH6W309DD","Female","Suburban","NeuteredFemale","Neutered",14,"Negative",6.9,16.8,11.2,448,336,6496,252,3808
"grlsTE8Q40BB","Male","Urban","NeuteredMale","Neutered",21,"Negative",6.9,17,8.6,172,172,4644,200,3612
"grlsP2LPL7DD","Male","Rural","IntactMale","Intact",6,"Positive",4.8,12,11.9,238,714,8092,351,2856
"grls8IS21DOO","Male","Suburban","IntactMale","Intact",11,"Negative",6.4,15.7,7.6,76,380,5016,227,2128
"grlsP4R4TKTT","Female","Suburban","NeuteredFemale","Neutered",7,"Negative",6.4,14.5,8.3,166,166,4648,259,3320
"grlsRHCMP4VV","Female","Suburban","NeuteredFemale","Neutered",11,"Negative",5.4,13.8,7.5,525,150,3150,191,3675
"grlsB136UFBB","Male","Urban","NeuteredMale","Neutered",24,"Negative",6.9,17.3,7.9,79,237,4898,170,2607
"grlsXPN47Y33","Female","Suburban","IntactFemale","Intact",15,"Negative",6.1,13.9,9.9,99,297,5049,160,4356
"grlsVZFQZGBB","Male","Suburban","IntactMale","Intact",7,"Negative",6.2,14.3,11.3,226,226,6441,206,4407
"grlsQUXWQL66","Male","Suburban","IntactMale","Intact",24,"Negative",7.5,17.8,11.6,348,464,6380,200,4292
"grlsFIWHLRWW","Male","Suburban","NeuteredMale","Neutered",11,"Negative",7.6,18.3,10.4,520,312,4576,139,4888
"grlsY3XUGPQQ","Female","Urban","IntactFemale","Intact",16,"Negative",7.6,18.2,7,70,560,3010,231,3360
"grlsQA8MW6HH","Male","Suburban","IntactMale","Intact",18,"Negative",7.3,16.8,10.1,303,303,6464,263,3030
"grlsCWCLK22","Female","Suburban","NeuteredFemale","Neutered",13,"Negative",6.4,15.6,8,240,80,5840,230,1840
"grlsXRY0POWW","Male","Suburban","NeuteredMale","Neutered",23,"Negative",6.4,15.5,7,280,140,4130,207,2450
"grlsKY2U62AA","Male","Urban","IntactMale","Intact",12,"Negative",6.1,14.6,8.8,440,352,5280,222,2728
"grlsIB8ZCI66","Male","Rural","IntactMale","Intact",23,"Negative",6.7,15.4,9.1,91,273,5551,280,3185
"grls2J2QFTTT","Male","Suburban","IntactMale","Intact",11,"Negative",6.8,17.4,8.5,85,425,5100,197,2890
"grlsXMDSVDHH","Male","Urban","IntactMale","Intact",7,"Negative",6.2,13.5,10.3,206,412,4635,198,5047
"grlsLCIJR3RR","Male","Urban","NeuteredMale","Neutered",9,"Negative",5.8,14.3,8.6,86,602,4300,277,3612
"grlsHE03MPRR","Female","Rural","IntactFemale","Intact",12,"Negative",6.2,15.7,9.1,91,364,5096,219,3549
"grls3HHDXHWW","Male","Urban","NeuteredMale","Neutered",18,"Negative",7.4,17.1,7.2,576,288,3744,146,2520
"grls45ZNH300","Male","Suburban","IntactMale","Intact",15,"Negative",6,14.8,6.1,0,305,3233,181,2562
"grls7O56EF66","Male","Suburban","IntactMale","Intact",16,"Negative",6.6,15.4,9.6,0,672,5376,229,3552
"grlsIPOJG8FF","Male","Suburban","NeuteredMale","Neutered",14,"Negative",5.8,14.1,9.2,1564,276,3588,197,3772
"grlsXPJ449HH","Female","Suburban","NeuteredFemale","Neutered",7,"Negative",5.7,14,8.4,168,252,4788,155,3192
"grlsQI3H2H77","Male","Suburban","NeuteredMale","Neutered",25,"Negative",7.3,18.6,9.6,288,288,5664,217,3264
"grlsCQ3RPWKK","Male","Suburban","IntactMale","Intact",10,"Negative",7,16.5,10,900,400,5100,176,3600
"grlsXI5Q71FF","Female","Rural","IntactFemale","Intact",21,"Negative",6.4,15.3,10.5,105,315,5670,322,4410
"grlsG6EFT66","Female","Suburban","NeuteredFemale","Neutered",7,"Negative",6.8,16.4,10.2,0,714,4794,175,4692
"grls35KUFL66","Male","Urban","NeuteredMale","Neutered",17,"Negative",6.4,15.5,10.8,432,648,7236,35,2484
"grls170XXJZZ","Male","Rural","IntactMale","Intact",9,"Negative",6.1,14.2,10.1,606,303,4242,239,4848
"grlsC9B96YUU","Male","Suburban","NeuteredMale","Neutered",10,"Negative",6.9,16,7.8,312,312,4446,178,2730
"grls8X3GO5QQ","Male","Suburban","IntactMale","Intact",24,"Negative",6.4,15.9,6,60,600,3900,173,1380
"grlsCK4B7LSS","Male","Urban","NeuteredMale","Neutered",23,"Negative",7.3,18.4,9.4,94,376,5358,244,3478
"grlsQZAMFHKK","Female","Suburban","IntactFemale","Intact",13,"Negative",7,16.7,8.4,336,252,4116,181,3696
"grlsE9RSSF44","Female","Rural","IntactFemale","Intact",24,"Negative",6.7,17.1,13.3,133,1064,10773,216,1330
"grlsYI8VNVWW","Male","Rural","NeuteredMale","Neutered",20,"Negative",6.2,15.7,11.6,116,928,5452,308,5104
"grlsQNO7REWW","Male","Rural","IntactMale","Intact",18,"Positive",6.9,16.9,7.9,79,790,4740,196,2291
"grlsZUCGUQHH","Female","Suburban","IntactFemale","Intact",24,"Negative",6,14.4,7,140,840,3220,292,2800
"grls0D8TYTHH","Female","Urban","IntactFemale","Intact",9,"Positive",NA,NA,NA,NA,NA,NA,NA,NA
"grls1M4SL0EE","Female","Suburban","NeuteredFemale","Neutered",12,"Negative",6.5,16.9,7,0,630,4060,210,2240
"grlsHLSFNYOO","Male","Suburban","IntactMale","Intact",12,"Negative",6.3,15.5,15.7,471,471,9420,251,5338
"grlsYPP94SII","Male","Rural","NeuteredMale","Neutered",21,"Negative",7.8,18.4,5.5,220,110,2640,232,2530
"grlsSD91L8VV","Female","Suburban","IntactFemale","Intact",7,"Negative",5.8,14.4,8,80,480,3920,126,3440
"grlsSYG7XR99","Male","Suburban","NeuteredMale","Neutered",8,"Negative",5.4,13,12,480,840,8400,343,2280
"grlsRXEQPLQQ","Male","Suburban","IntactMale","Intact",10,"Positive",5.6,14.3,12.1,363,605,6655,256,4477
"grlsDIJ7PCCC","Male","Rural","IntactMale","Intact",20,"Negative",7.1,17.8,8.1,162,162,4293,183,3402
"grlsSCM2C99","Female","Suburban","NeuteredFemale","Neutered",23,"Negative",6.9,17,6.2,62,310,3162,158,2666
"grls5URG9JGG","Male","Suburban","NeuteredMale","Neutered",24,"Negative",7,16.1,6.6,528,132,4158,249,1782
"grlsFBBILSXX","Female","Suburban","NeuteredFemale","Neutered",22,"Negative",6.2,15.3,6,60,120,3720,226,2100
"grls31F8JJGG","Female","Rural","IntactFemale","Intact",20,"Negative",6.5,15.4,7.9,79,553,4898,230,2370
"grls80GOJXFF","Male","Suburban","IntactMale","Intact",9,"Negative",5.8,13.5,11.7,117,936,5616,262,4914
"grlsU4RTY4CC","Female","Suburban","NeuteredFemale","Neutered",12,"Negative",6.4,16,7.9,158,79,6083,217,1580
"grlsDGF143","Female","Rural","IntactFemale","Intact",12,"Negative",6.7,16.3,8.7,261,348,4872,204,3219
"grlsFMCUG5FF","Male","Suburban","NeuteredMale","Neutered",23,"Negative",7,17,8.3,498,249,5063,170,2490
"grlsKF3PSOSS","Female","Suburban","NeuteredFemale","Neutered",23,"Negative",6.8,16.3,5.9,177,118,3540,234,2065
"grlsIT43TD11","Male","Urban","IntactMale","Intact",7,"Negative",5.8,13.9,7.4,148,444,4366,185,2442
"grlsZK5TZBB","Female","Suburban","NeuteredFemale","Neutered",7,"Negative",6.8,16,12.5,375,375,6750,286,4875
"grlsQ1PRHFQQ","Male","Rural","IntactMale","Intact",10,"Negative",6.4,15.3,7.7,539,385,4851,191,1925
"grls16Y39PGG","Female","Suburban","IntactFemale","Intact",9,"Negative",6.4,16.4,9.1,0,364,5278,317,3458
"grlsRDQWWU44","Male","Urban","IntactMale","Intact",10,"Negative",6,15.5,12.3,369,615,5412,166,5781
"grls1CTSI5XX","Male","Suburban","NeuteredMale","Neutered",15,"Negative",7.1,16.3,9.2,368,460,7268,136,1104
"grlsW4XUWI11","Female","Suburban","NeuteredFemale","Neutered",27,"Negative",7.6,18.6,5.9,177,177,3599,267,1947
"grlsVSZG0F44","Male","Suburban","IntactMale","Intact",9,"Negative",5.7,14.5,7.7,154,616,3850,137,3080
"grls2RGZ4W44","Female","Urban","NeuteredFemale","Neutered",8,"Negative",6.6,15.5,11.9,119,714,5712,262,5355
"grlsI3G3N9","Female","Rural","IntactFemale","Intact",17,"Negative",6.2,14,11.4,0,798,5814,226,4788
"grlsGID2IWEE","Male","Rural","NeuteredMale","Neutered",24,"Negative",5.7,14.3,9,180,180,5040,232,3600
"grlsD9J05XPP","Female","Suburban","NeuteredFemale","Neutered",22,"Negative",6.5,16.5,5.9,413,236,3717,216,1534
"grlsR00YVY99","Male","Suburban","IntactMale","Intact",22,"Negative",6.5,16.2,7.4,666,518,5032,200,1184
"grlsA02KWM55","Female","Suburban","NeuteredFemale","Neutered",18,"Negative",6,15.5,8.2,164,492,3854,271,3690
"grls1QLT9MBB","Female","Rural","IntactFemale","Intact",9,"Negative",5.7,13.7,11.8,354,472,6726,310,4248
"grlsPG0COI33","Male","Rural","NeuteredMale","Neutered",22,"Negative",6.6,16.2,4.7,470,141,2209,245,1880
"grlsNYYNNTZZ","Female","Rural","IntactFemale","Intact",7,"Negative",5.7,12.6,8.8,440,264,5192,205,2904
"grls17BSWSYY","Male","Suburban","IntactMale","Intact",8,"Negative",7,16.2,7.3,511,365,3139,188,3285
"grlsXDSKOZYY","Male","Suburban","IntactMale","Intact",7,"Positive",6.1,14.8,12.4,248,372,6944,172,4712
"grls6EGRPCC","Male","Suburban","IntactMale","Intact",8,"Negative",5.2,13.1,9.1,91,273,7007,37,1729
"grls178QAA","Male","Suburban","IntactMale","Intact",8,"Negative",6.6,15.2,10.9,545,436,5232,278,4578
"grlsLN8NVXX","Male","Urban","IntactMale","Intact",21,"Negative",5.7,13.8,10.7,428,214,5885,223,4173
"grls9T8KRFQQ","Female","Rural","IntactFemale","Intact",13,"Negative",5.6,14,12.6,0,882,7812,282,3906
"grlsOJ10YCSS","Female","Rural","NeuteredFemale","Neutered",7,"Positive",6.4,15.1,7,70,630,4690,325,1540
"grlsXINS7GTT","Male","Rural","IntactMale","Intact",7,"Negative",6.3,15.3,10.1,202,404,5757,303,3737
"grlsO09CZUVV","Female","Rural","IntactFemale","Intact",16,"Positive",6.3,14.8,8.3,166,415,5395,280,2324
"grlsHRP6EYQQ","Male","Rural","IntactMale","Intact",10,"Negative",6,14.4,13.3,0,399,9177,259,3724
"grls0V9DN9FF","Female","Suburban","IntactFemale","Intact",17,"Negative",6.5,15.9,6.2,310,124,2542,195,3224
"grlsMM5BU433","Male","Suburban","NeuteredMale","Neutered",20,"Negative",7.4,19.3,7.2,144,0,5256,247,1800
"grls4ECTUYFF","Male","Rural","IntactMale","Intact",8,"Positive",6.4,15.1,11.7,351,351,6669,256,4329
"grlsMO697A11","Female","Rural","IntactFemale","Intact",22,"Negative",7.2,16.6,6.4,192,128,4160,248,1920
"grlsYG3VKR00","Female","Suburban","NeuteredFemale","Neutered",10,"Negative",6.6,15.7,9.1,182,273,5369,304,3185
"grlsTJS4UOXX","Male","Urban","NeuteredMale","Neutered",16,"Negative",6.5,14.9,8.3,166,664,5146,259,2324
"grlsQNTM8FYY","Female","Urban","NeuteredFemale","Neutered",6,"Negative",5.3,12.4,9.1,455,273,4823,222,3549
"grlsVNUD5NN","Female","Urban","IntactFemale","Intact",11,"Negative",6,14.3,8.8,88,616,5368,227,2728
"grlsZ0ZH7TLL","Male","Suburban","IntactMale","Intact",22,"Negative",7.3,19.9,7.5,300,375,4050,203,2775
"grlsZ9ZG3LTT","Female","Suburban","IntactFemale","Intact",24,"Negative",7,17.7,6.5,0,325,3640,236,2535
"grlsRGIDKF55","Female","Suburban","NeuteredFemale","Neutered",7,"Positive",6.8,16.1,14.2,710,568,7100,373,5822
"grls7TU66244","Male","Urban","IntactMale","Intact",9,"Negative",5.6,13.4,8.3,498,415,4482,125,2905
"grlsNPGJX8WW","Male","Rural","IntactMale","Intact",11,"Negative",6.4,15.8,11,110,330,8140,188,2420
"grlsROHG65XX","Male","Suburban","IntactMale","Intact",14,"Negative",6.2,14.6,5.8,58,638,2552,131,2552
"grls4HGXB5CC","Male","Suburban","NeuteredMale","Neutered",22,"Negative",7,16.9,6.4,256,320,3520,241,2304
"grlsYBCRTMQQ","Male","Suburban","IntactMale","Intact",7,"Negative",6.3,14.4,9.2,184,644,6256,395,2116
"grlsY17FYUKK","Male","Suburban","NeuteredMale","Neutered",6,"Negative",6.6,16,10.9,109,218,5668,359,4796
"grlsX2EOMOLL","Male","Suburban","IntactMale","Intact",11,"Negative",7.2,17.4,8.9,267,445,7031,134,1157
"grlsZ5R0LUCC","Male","Rural","IntactMale","Intact",22,"Negative",5.8,13.9,19.1,191,1528,15089,277,2292
"grlsIRH5Z6OO","Male","Suburban","NeuteredMale","Neutered",23,"Negative",6.3,16.5,4,160,160,2640,143,1040
"grlsZHSCR9RR","Female","Suburban","IntactFemale","Intact",6,"Negative",4.8,12.8,6.8,340,272,3128,209,2992
"grls71IO1144","Female","Urban","IntactFemale","Intact",6,"Negative",5.7,14.2,7.3,0,219,4453,208,2628
"grlsVVRH4F77","Male","Suburban","NeuteredMale","Neutered",18,"Positive",7.8,19.1,7.2,216,144,3312,227,3456
"grlsKJ6GK277","Female","Rural","NeuteredFemale","Neutered",26,"Positive",7.7,18.6,8.8,1056,264,4400,153,3080
"grlsTO409GSS","Male","Rural","NeuteredMale","Neutered",18,"Negative",6.8,17.1,7.5,75,750,3975,160,2625
"grlsJ7NC68VV","Female","Suburban","NeuteredFemale","Neutered",10,"Negative",6.9,16.8,12.1,121,484,8591,247,2904
"grlsRGKS99MM","Female","Urban","IntactFemale","Intact",10,"Negative",6.4,15.1,11.4,114,798,8436,264,2052
"grlsTNB931PP","Female","Suburban","NeuteredFemale","Neutered",10,"Negative",6.9,16.1,20.5,205,1025,13120,268,6150
"grlsV8H8L0DD","Female","Rural","NeuteredFemale","Neutered",24,"Negative",6.9,17.4,9.2,460,368,5060,146,3312
"grlsH2L2L7BB","Female","Suburban","NeuteredFemale","Neutered",19,"Negative",6.1,14.9,9.1,1274,273,4095,301,3458
"grls442TB755","Male","Suburban","IntactMale","Intact",27,"Positive",5.3,13,5.4,108,216,3942,281,1134
"grlsC41FH5JJ","Male","Urban","IntactMale","Intact",8,"Negative",6.2,14.7,12.7,762,508,6604,264,4826
"grls73WC42UU","Female","Urban","NeuteredFemale","Neutered",23,"Negative",6.6,16.2,10.3,309,309,4738,193,4944
"grls5FQQCVEE","Male","Suburban","IntactMale","Intact",6,"Negative",6.8,16.7,11.5,230,345,5520,218,5405
"grlsTO87VV","Male","Suburban","NeuteredMale","Neutered",24,"Negative",6.9,16.9,7.5,150,225,4500,293,2625
"grls0QDSCTT","Female","Rural","IntactFemale","Intact",24,"Negative",7.1,16.8,7.2,0,576,3888,261,2736
"grlsW9QLX0GG","Male","Suburban","NeuteredMale","Neutered",15,"Positive",6.4,15.5,10.1,202,303,6565,197,3030
"grlsALZ9WRII","Male","Suburban","IntactMale","Intact",14,"Negative",6.9,16.5,9.4,188,188,6486,202,2538
"grlsN38NYTQQ","Male","Suburban","IntactMale","Intact",22,"Negative",7,16.2,7.2,72,936,3168,204,3024
"grls4OOI0C66","Male","Suburban","NeuteredMale","Neutered",25,"Negative",7.2,17.7,8,480,160,5120,218,2240
"grlsXGGLTFZZ","Male","Urban","IntactMale","Intact",23,"Negative",7.5,17.5,9.7,0,679,6887,200,2134
"grls7I9S01RR","Female","Suburban","IntactFemale","Intact",23,"Negative",7.3,17.5,8.4,252,168,5544,257,2436
"grls8XI1BWCC","Male","Suburban","NeuteredMale","Neutered",13,"Negative",6.1,15.8,7.4,518,296,3700,164,2886
"grlsWNCB12KK","Male","Suburban","IntactMale","Intact",8,"Negative",6,14.2,8.2,246,246,4920,248,2788
"grlsI8I5YHQQ","Male","Suburban","IntactMale","Intact",16,"Negative",7.2,16.6,7.9,158,158,4898,216,2686
"grlsUT4KRQLL","Female","Suburban","NeuteredFemale","Neutered",24,"Negative",7.3,17.4,10.4,624,624,7072,185,2080
"grlsRLC7RDEE","Male","Suburban","IntactMale","Intact",9,"Negative",6.7,16.4,11.3,113,452,8023,265,2712
"grlsFW324JTT","Female","Rural","IntactFemale","Intact",20,"Positive",7.2,16.7,11.6,696,348,6148,200,4408
"grlsXMAH0MBB","Female","Suburban","IntactFemale","Intact",10,"Negative",7.1,16.5,7.4,148,222,4514,217,2516
"grlsKOORUGEE","Female","Rural","IntactFemale","Intact",10,"Negative",5.9,14.8,8.7,261,261,4872,290,3219
"grlsPG81W8AA","Male","Rural","NeuteredMale","Neutered",14,"Negative",6.8,16.4,8.6,0,602,6106,135,1892
"grlsBJTD3O55","Male","Suburban","NeuteredMale","Neutered",23,"Negative",6.9,16.1,9,180,270,5760,235,2790
"grlsFO5R9P88","Female","Suburban","IntactFemale","Intact",7,"Negative",5.8,14.6,10.2,408,306,3876,288,5610
"grls1FWHZ3JJ","Female","Suburban","IntactFemale","Intact",6,"Negative",5.3,13.5,9.9,198,990,4356,201,4356
"grlsWPC63PJJ","Female","Rural","NeuteredFemale","Neutered",23,"Negative",6.5,16.2,10.3,103,721,6489,179,2987
"grlsJG3L2CMM","Female","Suburban","NeuteredFemale","Neutered",22,"Positive",7.1,17.9,8.1,162,405,5346,256,2187
"grlsI61NK22","Male","Rural","NeuteredMale","Neutered",24,"Negative",6.5,15.6,8.3,249,332,3901,315,3818
"grls72YLOISS","Male","Suburban","IntactMale","Intact",6,"Negative",6.7,15.1,9.9,198,594,4356,41,4752
"grls0SITE9YY","Male","Suburban","NeuteredMale","Neutered",15,"Negative",6.3,16.1,8,320,160,4480,234,2960
"grlsPR3NYY","Male","Suburban","IntactMale","Intact",13,"Negative",6.8,17.4,10.6,0,848,5300,106,4346
"grlsBCQUJ311","Male","Rural","NeuteredMale","Neutered",17,"Negative",7.5,17.8,7.3,73,511,3869,258,2847
"grlsVV06EN88","Male","Rural","IntactMale","Intact",16,"Positive",6.2,15.6,11.4,342,342,6954,192,3762
"grlsA3GE0GG","Female","Suburban","NeuteredFemale","Neutered",25,"Negative",6.9,16.5,10.8,432,324,7344,250,2700
"grls3D2HW755","Female","Suburban","IntactFemale","Intact",8,"Negative",5.6,13.3,10.7,321,321,4601,295,5350
"grlsKN18HQ44","Female","Suburban","NeuteredFemale","Neutered",9,"Negative",6,15.1,11.9,0,595,6902,186,4403
"grlsZ11BDK33","Male","Suburban","IntactMale","Intact",6,"Negative",5.8,14.7,10.8,540,324,5616,230,4320
"grlsIJVZ1OHH","Female","Suburban","NeuteredFemale","Neutered",9,"Negative",5.8,14.4,10.1,202,202,5050,212,4646
"grlsAQQ3B7GG","Male","Suburban","IntactMale","Intact",12,"Positive",6.1,14.5,10.5,105,420,7770,197,2205
"grlsT6UHNIAA","Female","Suburban","NeuteredFemale","Neutered",24,"Negative",7,17.1,8.1,405,324,4293,286,3078
"grls39PTM4TT","Male","Suburban","NeuteredMale","Neutered",14,"Negative",7.1,16.5,13.7,137,822,8631,202,4110
"grls4WDUC3II","Female","Urban","NeuteredFemale","Neutered",9,"Negative",6.5,15.9,11.2,560,672,5824,198,4144
"grlsDTRSLSFF","Male","Suburban","NeuteredMale","Neutered",21,"Negative",7.4,18.5,12.8,512,640,7424,180,4224
"grlsKSEHF355","Male","Suburban","NeuteredMale","Neutered",9,"Negative",6.6,15.5,8,160,640,4160,174,2960
"grls7EDP799","Male","Rural","IntactMale","Intact",13,"Negative",7.8,18.3,11.6,580,232,6496,287,4292
"grlsXJUDPE99","Female","Suburban","NeuteredFemale","Neutered",9,"Negative",7.5,17.2,9.7,97,679,4656,256,4171
"grls4XT6VO22","Female","Suburban","IntactFemale","Intact",7,"Negative",6.1,14,11.5,345,460,5980,161,4715
"grlsISL52BII","Female","Rural","IntactFemale","Intact",6,"Negative",6.2,14.9,11.9,714,357,6307,289,4522
"grlsDP2SGJ","Male","Suburban","IntactMale","Intact",11,"Positive",6,14.8,19.8,198,1386,14850,206,3366
"grls00NB23WW","Female","Rural","NeuteredFemale","Neutered",23,"Negative",6.1,15.1,6.6,198,264,4092,234,2046
"grls38SUGH66","Male","Suburban","IntactMale","Intact",10,"Negative",6.1,15.6,7.9,316,395,4503,300,2686
"grls8HJGF3NN","Male","Rural","NeuteredMale","Neutered",24,"Negative",7.4,18,7.3,292,219,4015,194,2774
"grls5XHD544","Female","Rural","NeuteredFemale","Neutered",25,"Negative",6.3,15.8,9.1,364,364,5733,164,2639
"grlsNJN1N711","Female","Rural","IntactFemale","Intact",25,"Positive",6.4,15.6,12.5,125,1000,7125,325,4125
"grls1J6B2II","Female","Rural","NeuteredFemale","Neutered",16,"Negative",7,16.8,6.5,0,585,3185,245,2730
"grlsMH77FLGG","Male","Urban","NeuteredMale","Neutered",19,"Negative",6.7,15.9,12.6,378,378,8064,251,3780
"grlsTKN0KIDD","Female","Suburban","IntactFemale","Intact",9,"Negative",6.1,14.6,6.1,366,305,3538,174,1891
"grls18F2T1OO","Male","Suburban","NeuteredMale","Neutered",23,"Negative",7.2,18.2,10,800,300,5000,210,3900
"grlsLT1SZEDD","Female","Suburban","NeuteredFemale","Neutered",23,"Negative",7.1,16.3,8.5,0,1020,4590,236,2805
"grls9NWXF322","Female","Suburban","NeuteredFemale","Neutered",22,"Negative",6.7,16.5,7.3,511,584,3796,270,2409
"grlsS88B2QWW","Male","Suburban","NeuteredMale","Neutered",18,"Negative",6,14.4,8.9,178,267,4450,302,4005
"grlsKQI3IJII","Female","Suburban","IntactFemale","Intact",23,"Negative",7,17.6,6.5,325,195,3315,261,2665
"grlsZ7OXSYCC","Male","Suburban","IntactMale","Intact",8,"Negative",6.5,15.5,11,220,440,5610,141,4620
